"STOCK_ID","BUSINESS_DATE","OPENING_PRICE","CLOSING_PRICE"
15,2023-08-21 00:00:00.000,82,83.8
16,2023-08-12 00:00:00.000,42.8,44.15
16,2023-08-13 00:00:00.000,44.15,46.2
16,2023-08-14 00:00:00.000,46.2,47.85
16,2023-08-15 00:00:00.000,47.85,46.1
16,2023-08-16 00:00:00.000,46.1,45.05
16,2023-08-17 00:00:00.000,45.05,43.75
16,2023-08-18 00:00:00.000,43.75,43.9
16,2023-08-19 00:00:00.000,43.9,44.8
16,2023-08-20 00:00:00.000,44.8,45.7
16,2023-08-21 00:00:00.000,45.7,47.15
17,2023-08-12 00:00:00.000,45.6,46.75
17,2023-08-13 00:00:00.000,46.75,47.9
17,2023-08-14 00:00:00.000,47.9,48.55
17,2023-08-15 00:00:00.000,48.55,47.8
17,2023-08-16 00:00:00.000,47.8,46.9
17,2023-08-17 00:00:00.000,46.9,45.85
17,2023-08-18 00:00:00.000,45.85,45
17,2023-08-19 00:00:00.000,45,45.75
17,2023-08-20 00:00:00.000,45.75,46.4
17,2023-08-21 00:00:00.000,46.4,47.2
18,2023-08-12 00:00:00.000,28.5,29.75
18,2023-08-13 00:00:00.000,29.75,30.9
18,2023-08-14 00:00:00.000,30.9,31.55
18,2023-08-15 00:00:00.000,31.55,30.8
18,2023-08-16 00:00:00.000,30.8,29.9
18,2023-08-17 00:00:00.000,29.9,28.85
18,2023-08-18 00:00:00.000,28.85,28
18,2023-08-19 00:00:00.000,28,28.75
18,2023-08-20 00:00:00.000,28.75,29.4
18,2023-08-21 00:00:00.000,29.4,30.2
19,2023-08-12 00:00:00.000,65.2,66.75
19,2023-08-13 00:00:00.000,66.75,68.9
19,2023-08-14 00:00:00.000,68.9,69.55
19,2023-08-15 00:00:00.000,69.55,68.8
19,2023-08-16 00:00:00.000,68.8,67.9
19,2023-08-17 00:00:00.000,67.9,66.85
19,2023-08-18 00:00:00.000,66.85,66
19,2023-08-19 00:00:00.000,66,66.75
19,2023-08-20 00:00:00.000,66.75,67.4
19,2023-08-21 00:00:00.000,67.4,68.2
20,2023-08-12 00:00:00.000,45.2,46.75
20,2023-08-13 00:00:00.000,46.75,48.9
20,2023-08-14 00:00:00.000,48.9,49.55
20,2023-08-15 00:00:00.000,49.55,48.8
20,2023-08-16 00:00:00.000,48.8,47.9
20,2023-08-17 00:00:00.000,47.9,46.85
20,2023-08-18 00:00:00.000,46.85,46
20,2023-08-19 00:00:00.000,46,46.75
20,2023-08-20 00:00:00.000,46.75,47.4
20,2023-08-21 00:00:00.000,47.4,48.2
21,2023-08-12 00:00:00.000,80.25,82.1
21,2023-08-13 00:00:00.000,82.1,84.5
21,2023-08-14 00:00:00.000,84.5,83.75
21,2023-08-15 00:00:00.000,83.75,81.9
21,2023-08-16 00:00:00.000,81.9,80.4
21,2023-08-17 00:00:00.000,80.4,78.6
21,2023-08-18 00:00:00.000,78.6,79.2
21,2023-08-19 00:00:00.000,79.2,80.8
21,2023-08-20 00:00:00.000,80.8,81.7
21,2023-08-21 00:00:00.000,81.7,82.4
22,2023-08-12 00:00:00.000,50.25,52.1
22,2023-08-13 00:00:00.000,52.1,54.5
22,2023-08-14 00:00:00.000,54.5,53.75
22,2023-08-15 00:00:00.000,53.75,51.9
22,2023-08-16 00:00:00.000,51.9,50.4
22,2023-08-17 00:00:00.000,50.4,48.6
22,2023-08-18 00:00:00.000,48.6,49.2
22,2023-08-19 00:00:00.000,49.2,50.8
22,2023-08-20 00:00:00.000,50.8,51.7
22,2023-08-21 00:00:00.000,51.7,52.4
23,2023-08-12 00:00:00.000,40.25,42.1
23,2023-08-13 00:00:00.000,42.1,44.5
23,2023-08-14 00:00:00.000,44.5,43.75
23,2023-08-15 00:00:00.000,43.75,41.9
23,2023-08-16 00:00:00.000,41.9,40.4
23,2023-08-17 00:00:00.000,40.4,38.6
23,2023-08-18 00:00:00.000,38.6,39.2
23,2023-08-19 00:00:00.000,39.2,40.8
23,2023-08-20 00:00:00.000,40.8,41.7
23,2023-08-21 00:00:00.000,41.7,42.4
24,2023-08-12 00:00:00.000,65.25,68.1
24,2023-08-13 00:00:00.000,68.1,72.5
24,2023-08-14 00:00:00.000,72.5,70.75
24,2023-08-15 00:00:00.000,70.75,66.9
24,2023-08-16 00:00:00.000,66.9,62.4
24,2023-08-17 00:00:00.000,62.4,59.6
24,2023-08-18 00:00:00.000,59.6,60.2
24,2023-08-19 00:00:00.000,60.2,62.8
24,2023-08-20 00:00:00.000,62.8,63.7
24,2023-08-21 00:00:00.000,63.7,64.4
25,2023-08-12 00:00:00.000,80.25,84.1
25,2023-08-13 00:00:00.000,84.1,89.5
25,2023-08-14 00:00:00.000,89.5,87.75
25,2023-08-15 00:00:00.000,87.75,82.9
25,2023-08-16 00:00:00.000,82.9,78.4
25,2023-08-17 00:00:00.000,78.4,75.6
25,2023-08-18 00:00:00.000,75.6,76.2
25,2023-08-19 00:00:00.000,76.2,78.8
25,2023-08-20 00:00:00.000,78.8,79.7
25,2023-08-21 00:00:00.000,79.7,80.4
